pid,name,alter,geschlecht,land,branche,subfokus,rolle,arbeitet_fachlich_mit,teamgroesse,jahresumsatz_eur,tech_affinitaet,digitale_reife,haltung,buchungswahrscheinlichkeit,nuetzlichster_teil,groesster_einwand,vertrauen_externe_gesundheitsdaten,aufbau_zu_guenstig,aufbau_guenstig,aufbau_teuer,aufbau_zu_teuer,aufbau_ideal,retainer_zu_guenstig,retainer_guenstig,retainer_teuer,retainer_zu_teuer,retainer_ideal
P036,Andrea,57,weiblich,DE,Physiotherapie-/Therapiepraxis,Sportphysio & Reha,Mitarbeitende Leitung (führt UND arbeitet selbst fachlich mit),True,6,395000,5,4,neugierig-offen,7,Wissensmanagement – implizites Wissen strukturieren und für das Team zugänglich machen; an zweiter Stelle Aufnahme neuer Klienten,"Datenschutz bei Gesundheitsdaten – DSGVO-Konformität muss wasserdicht sein, nicht nur auf dem Papier; zweiter Einwand: Einführungsaufwand in kleinem Team mit parallelem Praxisbetrieb","Konditioniertes Vertrauen – nur mit schriftlichen Garantien, AVV, klaren Serverstandorten und Referenzen aus dem Gesundheitsbereich",800.0,1800.0,3500.0,5500.0,2500.0,80.0,150.0,290.0,450.0,200.0
P037,Gerald,60,männlich,AT,Ernährungs-/Gesundheitszentrum,Stoffwechsel & Darmgesundheit,"Inhaberin/Inhaber, rein unternehmerisch (kaum noch fachlich am Menschen)",False,3,202000,5,5,stark skeptisch,6,Terminmanagement und Klientenkommunikation als dringlichstes Alltagsproblem; internes Wissensmanagement als langfristig wertvollstes Element auch für Nachfolgethematik,"Technik scheitert nicht an sich, sondern an Mitarbeiter-Akzeptanz – externes System hilft nicht wenn Team es nicht nutzt; außerdem Misstrauen gegenüber versteckten Folgekosten nach kostenlosem Einstieg","Sehr kritisch – Serverstandort, Zugriffskontrolle und konkrete DSGVO-Umsetzung sind Bedingungen, nicht Selbstverständlichkeiten; Vertrauen muss aktiv erarbeitet werden",500.0,1500.0,3500.0,5000.0,2000.0,80.0,200.0,400.0,600.0,250.0
P038,Gerald,53,männlich,AT,Personal-Training-Studio,Small-Group-Training,Mitarbeitende Leitung (führt UND arbeitet selbst fachlich mit),True,9,654000,1,1,skeptisch,5,Terminorganisation und automatisierte Klientenkommunikation; Aufnahme neuer Klienten; weniger klar: internes Wissensmanagement,Mitarbeiter werden das System passiv ablehnen und weiter wie bisher arbeiten; Misstrauen gegenüber dem Wort 'einfach'; Unklarheit über Folgekosten nach der kostenlosen Erstanalyse,"Sehr gering ohne klare, schriftliche Nachweise zu Datenspeicherung, Zugriffsrechten, DSGVO-Konformität und Haftung – dieser Punkt ist nicht verhandelbar",500.0,1500.0,3500.0,6000.0,2200.0,80.0,200.0,400.0,700.0,280.0
P039,Simone,31,weiblich,CH,Präventions-/BGF-Anbieter,Gesundheitscoaching für Firmen,Mitarbeitende Leitung (führt UND arbeitet selbst fachlich mit),True,3,243000,1,2,pragmatisch-abwägend,6,"Automatisierung der Erstaufnahme neuer Klienten und Terminorganisation; ausserdem internes Wissensmanagement, weil zu viel implizites Wissen nur in den Köpfen einzelner Personen steckt","Wer pflegt und wartet das System nach der Einrichtung? Und: 'KI-gestützt' wird oft überverkauft – Angst vor Tool, das mehr Betreuung braucht als es abnimmt","Sehr hohes Schutzbedürfnis – Serverstandort, Zugriffsrechte, Auftragsverarbeitungsvertrag sind Pflichtthemen; vage Antworten zum Datenschutz wären K.O.-Kriterium",500.0,1500.0,3500.0,6000.0,2200.0,100.0,250.0,500.0,900.0,350.0
P040,Claudia,44,weiblich,CH,Wellness-/Longevity-Praxis (Premium),Hormone & Performance,Mitarbeitende Leitung (führt UND arbeitet selbst fachlich mit),True,5,617000,5,5,überfordert / zu wenig Zeit,7,"Onboarding neuer Klient:innen (konsistente, automatisierte Strecke mit Premiumanspruch) und internes Wissensmanagement (Entlastung von Claudia als zentraler Wissensträger)","Zeitaufwand für Einführung und Briefing der externen Person; 'datenschutzkonform' muss konkret belegt werden – Serverstandort, nDSG/DSGVO, Zugriffsrechte, nicht nur als Adjektiv im Angebot stehen","Kritisch – sensible Hormondaten und persönliche Gesundheitsinformationen erfordern klare Antworten zu Datenzugriff, Serverstandort und ob Echtklientendaten für die Analyse überhaupt nötig sind; ohne konkrete Antworten kein Vertrauen",1500.0,3500.0,7000.0,12000.0,4500.0,150.0,400.0,800.0,1500.0,550.0
P041,Doris,61,weiblich,AT,Physiotherapie-/Therapiepraxis,Ergotherapie,"Inhaberin/Inhaber, rein unternehmerisch (kaum noch fachlich am Menschen)",False,3,273000,4,4,skeptisch,6,"Terminorganisation und Patientenkommunikation (Erinnerungen, Absagemanagement, Selbst-Umbuchen). Zweitrangig: digitales Onboarding neuer Klienten. Kein Bedarf an internem Wissensmanagement bei 3 Personen.","Passt die Lösung wirklich zum kleinen Betrieb? Zu wenig Zeit für lange Einführungsphasen. Mitarbeiterinnen müssen mitziehen, sonst scheitert alles. Unklarheit über langfristigen Support nach Einrichtung.","Sehr kritisch. Brauche klare Antworten zu Datenspeicherort (AT/EU), Zugriffsrechten und DSGVO-Auftragsverarbeitungsvertrag – noch vor jeder Einrichtung. Nicht verhandelbar.",500.0,1500.0,3000.0,5000.0,1800.0,80.0,180.0,320.0,500.0,220.0
P042,Eva,31,weiblich,AT,Ernährungs-/Gesundheitszentrum,Gewichtsmanagement,"Inhaberin/Inhaber, rein unternehmerisch (kaum noch fachlich am Menschen)",False,3,200000,1,1,skeptisch,5,Terminorganisation (größter Alltagsschmerz); strukturierte Aufnahme neuer Klienten als zweite Priorität,Datenschutz bei sensiblen Gesundheitsdaten; Angst vor Aufwand der Umstellung und Widerstand im Team,"Gering – braucht konkrete Antworten zu Datenspeicherort (AT/EU), Zugriffsrechten und DSGVO-konformem Auftragsverarbeitungsvertrag",500.0,1500.0,2500.0,4000.0,1800.0,80.0,150.0,250.0,400.0,180.0
P043,Sebastian,52,männlich,DE,Personal-Training-Studio,1:1 Personal Training,"Inhaberin/Inhaber, rein unternehmerisch (kaum noch fachlich am Menschen)",False,9,720000,3,3,desinteressiert / sieht keinen Bedarf,4,"Interne Verwaltungsabläufe: Dienstplan, Krankmeldungen, Stundenerfassung – automatisiert und geordnet; das ist der größte Schmerzpunkt",Negative Erfahrungen mit früheren Software-Einführungen; Angst vor unkontrolliertem Scope-Creep; Sorge um Verunsicherung des Teams; Verdacht auf Fuß-in-der-Tür-Prinzip bei versteckten Folgekosten,"Grundsätzlich offen, aber nur bei glaubwürdiger und nachvollziehbarer DSGVO-Umsetzung – kein blindes Vertrauen, will es wirklich verstehen",900.0,1500.0,3500.0,5500.0,2200.0,100.0,250.0,500.0,800.0,350.0
P044,Verena,48,weiblich,AT,Präventions-/BGF-Anbieter,Rückenschule & Prävention,"Inhaberin/Inhaber, rein unternehmerisch (kaum noch fachlich am Menschen)",False,7,344000,3,2,desinteressiert / sieht keinen Bedarf,4,Interne Kommunikation und Koordination verbessern; Aufnahme neuer Klienten vereinfachen – das ist bei uns konkret Handarbeit und Zeitfresser,Aufwand für Einführung und Schulung im Team wird unterschätzt; 'kostenlos' bedeutet trotzdem Zeitinvestition meinerseits; KI für einen 7-Personen-Betrieb wirkt überdimensioniert,"Sehr niedrig ohne konkrete Nachweise – DSGVO-Konformität muss belegt und rechtlich geprüft sein, nicht nur behauptet werden",500.0,1500.0,3000.0,5000.0,2000.0,100.0,200.0,400.0,700.0,250.0
P045,Bettina,35,weiblich,AT,Wellness-/Longevity-Praxis (Premium),Spa & Privatklinik-nah,Mitarbeitende Leitung (führt UND arbeitet selbst fachlich mit),True,10,643000,4,4,desinteressiert / sieht keinen Bedarf,5,Internes Wissensmanagement und Entscheidungsregeln fürs Team; danach Klient:innenkommunikation rund um Termine – beides klar umrissen und direkt am Schmerzpunkt,Qualitätsverlust in der Außenwirkung durch automatisierte Kommunikation im Premiumsegment; außerdem Misstrauen gegenüber 'kostenloser Analyse' als Einstieg in teurere Folgeleistungen,"Sehr niedrige Grundtoleranz – Datenschutz ist bei meiner Klientel nicht verhandelbar; Vertrauen möglich, aber nur mit voller Transparenz, klaren Verträgen und Referenzen aus vergleichbaren Umfeldern",1500.0,2500.0,5500.0,9000.0,3500.0,150.0,350.0,700.0,1200.0,490.0
P046,Tanja,58,weiblich,CH,Physiotherapie-/Therapiepraxis,Sportphysio & Reha,Mitarbeitende Leitung (führt UND arbeitet selbst fachlich mit),True,7,527000,2,2,stark skeptisch,4,Terminorganisation mit automatisierter Abdeckung von Absagen und Warteliste; internes Wissensmanagement damit Fragen nicht immer bei ihr landen; standardisierte Aufnahme neuer Klienten,"Datenschutz bei sensiblen Gesundheitsdaten – Unklarheit über Datenspeicherort, Zugriff, Haftung und DSG-Konformität; außerdem Angst vor Abhängigkeit wenn externe Person nach Einrichtung nicht mehr verfügbar ist","Gering – braucht konkrete Referenzen aus dem Gesundheitsbereich, DSG-konforme Verträge, Auftragsbearbeitungsvertrag, und externe juristische Prüfung bevor sie zustimmt",500.0,1500.0,3500.0,6000.0,2200.0,80.0,200.0,400.0,700.0,280.0
P047,Michael,50,männlich,DE,Ernährungs-/Gesundheitszentrum,ganzheitliches Gesundheitszentrum,Mitarbeitende Leitung (führt UND arbeitet selbst fachlich mit),True,7,454000,1,2,früher Anwender / probiert gern Neues,7,"Wissensmanagement im Team und strukturierter Klientenaufnahmeprozess, danach Terminorganisation",Einführungsaufwand ohne IT-affines Team zu hoch und nicht nachhaltig nutzbar; bei KI in Gesundheitsdaten brauche ich genaue Klarheit was ein System entscheidet und was ich entscheide,"Sehr heikel – brauche konkrete DSGVO-Nachweise, Server in DE/EU, schriftliche Vereinbarungen und ggf. externe datenschutzrechtliche Prüfung; Vertrauen entsteht langsam durch Transparenz, nicht durch Versprechen",800.0,1500.0,3500.0,6000.0,2200.0,100.0,200.0,450.0,700.0,290.0
P048,Petra,49,weiblich,DE,Personal-Training-Studio,Functional-Training-Box,"Inhaberin/Inhaber, rein unternehmerisch (kaum noch fachlich am Menschen)",False,9,550000,1,1,pragmatisch-abwägend,5,"Internes Wissensmanagement (Abhängigkeit vom eigenen Kopf reduzieren), Terminorganisation und Vertretungsregelung, strukturierter Neukundenprozess","Angst vor unverständlichen Standardlösungen und neuer Abhängigkeit, Team-Akzeptanz unsicher, KI-Ansatz wirkt oversized für kleinen Betrieb, kostenlose Analyse kostet trotzdem Zeit","Grundsätzlich skeptisch – eigene Verantwortung wiegt schwer, fordert konkrete Datenschutznachweise, Referenzen und Ausschluss echter Kundendaten in der Analysephase",500.0,1500.0,3500.0,5000.0,2200.0,100.0,250.0,500.0,800.0,350.0
P049,Petra,28,weiblich,DE,Präventions-/BGF-Anbieter,Stress-/Resilienz-Programme,Mitarbeitende Leitung (führt UND arbeitet selbst fachlich mit),True,10,654000,4,3,überfordert / zu wenig Zeit,6,"Aufnahme neuer Klient:innen/Firmenkunden strukturieren und wiederkehrende Büro-/Verwaltungsarbeit automatisieren (Rechnungen, Stundenauswertungen)","Datenschutz bei Gesundheitsdaten – Serversstandort, DSGVO-Konformität, verwendete KI-Tools; außerdem Sorge vor Abhängigkeit von externem Anbieter und zu unpersönlicher Automatisierung die dem beziehungsbasierten Betrieb schadet","Grundsätzlich gering – braucht explizit: AVV, EU-Hosting, Trennung von Verwaltungs- und Inhaltsdaten, keine US-KI-Tools für Klientendaten",800.0,1800.0,3500.0,5000.0,2400.0,100.0,250.0,500.0,800.0,350.0
P050,Hannes,54,männlich,AT,Wellness-/Longevity-Praxis (Premium),Spa & Privatklinik-nah,"Inhaberin/Inhaber, rein unternehmerisch (kaum noch fachlich am Menschen)",False,2,226000,1,1,neugierig-offen,6,Terminorganisation und automatisierte Kundenkommunikation – größter spürbarer Hebel; sekundär: internes Wissensmanagement,Keine Blackbox-Lösungen die ich nicht selbst durchschaue; Zweifel ob Aufwand/Kosten für Zwei-Personen-Betrieb verhältnismäßig sind,"Hohes Schutzbedürfnis – DSGVO-Konformität reicht nicht, entscheidend ist auch Wahrnehmung durch Premium-Kunden und persönliches Vertrauenskapital",800.0,1500.0,2800.0,4500.0,1800.0,100.0,200.0,380.0,600.0,250.0
P051,Sandra,51,weiblich,AT,Physiotherapie-/Therapiepraxis,Logopädie im Verbund,"Inhaberin/Inhaber, rein unternehmerisch (kaum noch fachlich am Menschen)",False,3,223000,1,1,skeptisch,5,"Terminorganisation – selbstständige Buchung/Absage durch Patienten, automatische Erinnerungen; konkret und sofort spürbar im Alltag",Angst vor komplexer Umsetzung und Folgeaufwand; Zweifel ob Lösung wirklich zu kleiner Therapiepraxis mit Kassenverträgen und österreichischem Datenschutz passt oder nur Standardlösung kommt,"Sehr gering ohne klare schriftliche Antworten zu Datenspeicherung, Serverstandort (AT/EU), und Ausfallszenario; würde Rücksprache mit Steuerberater halten bevor Entscheidung",500.0,1500.0,2800.0,4500.0,1900.0,80.0,150.0,280.0,400.0,180.0
P052,Klaus,37,männlich,AT,Ernährungs-/Gesundheitszentrum,Gewichtsmanagement,"Inhaberin/Inhaber, rein unternehmerisch (kaum noch fachlich am Menschen)",False,2,150000,4,4,neugierig-offen,7,Automatisierter Erstkundenprozess (Anfrage bis Termin) und automatisierte Kommunikation mit bestehenden Klienten in Betreuungsprogrammen,Zweifel ob externe Person spezifischen Betriebskontext wirklich versteht; Skepsis gegenüber 'datenschutzkonform' im Gesundheitsbereich ohne konkrete Nachweise,"Startet bei null, muss verdient werden; fordere konkrete Nachweise (AVV, EU-Datenspeicherung, technische Maßnahmen) – kein blindes Vertrauen auf Basis von Behauptungen",500.0,1500.0,3500.0,5000.0,2000.0,100.0,250.0,500.0,800.0,350.0
P053,Bernhard,56,männlich,AT,Personal-Training-Studio,Small-Group-Training,"Inhaberin/Inhaber, rein unternehmerisch (kaum noch fachlich am Menschen)",False,10,603000,4,4,stark skeptisch,6,"Internes Wissensmanagement und Onboarding neuer Trainer; standardisierte Kundenkommunikation (Erinnerungen, Zahlungsmahnungen, Willkommensnachrichten)",Technik ist selten das Problem – Team-Akzeptanz ist entscheidend; Angst vor fehlendem Support nach Projektende; Zweifel ob Lösung wirklich nachhaltig selbstständig läuft,"Niedrig ohne schriftliche Zusagen – brauche Klarheit über Datenzugriff, Serverstandort (AT/EU), Datenverwendung nach Projektende; Abstimmung mit Datenschutzbeauftragter zwingend",800.0,1800.0,3500.0,5500.0,2200.0,80.0,180.0,350.0,550.0,220.0
P054,Christine,44,weiblich,DE,Präventions-/BGF-Anbieter,Stress-/Resilienz-Programme,"Inhaberin/Inhaber, rein unternehmerisch (kaum noch fachlich am Menschen)",False,6,312000,3,3,skeptisch,6,"Interne Kommunikation und Aufgabenorganisation sowie Terminorganisation mit Firmenkunden – aber nur wenn es nicht unpersönlich wirkt, da Vertrauen und Beziehung das Kernprodukt sind",Unklarheit über Hintergrund und Branchenkompetenz der externen Person sowie Misstrauen gegenüber 'kostenlos' als Einstieg – Frage nach echten Folgekosten und ob eine Standardlösung für den spezifischen BGF-Kontext passt,"Sehr niedrig ohne klare Belege: brauche konkrete DSGVO-Nachweise, Auftragsverarbeitungsvertrag, Transparenz über Datenspeicherung und Zugriffe – kein Zugang zu Klientendaten ohne aufgebautes Vertrauen und rechtliche Absicherung",800.0,1800.0,3200.0,4500.0,2400.0,80.0,180.0,320.0,500.0,220.0
P055,Sebastian,30,männlich,DE,Wellness-/Longevity-Praxis (Premium),Hormone & Performance,"Inhaberin/Inhaber, rein unternehmerisch (kaum noch fachlich am Menschen)",False,10,800000,2,3,früher Anwender / probiert gern Neues,6,Internes Wissensmanagement und Automatisierung der Klientenaufnahme ohne Qualitätsverlust im Premium-Bereich,Implementierungsaufwand liegt am Ende bei mir; Unklarheit über Betreuung nach Einrichtung; Datenschutz bei sensiblen Gesundheitsdaten als harter Blocker,"Sehr niedrig ohne konkrete, nachvollziehbare DSGVO-Antworten – Klientel erwartet höchste Diskretion, Vertrauensverlust wäre geschäftskritisch",1500.0,3500.0,6500.0,10000.0,4500.0,150.0,400.0,800.0,1200.0,500.0
P056,Florian,56,männlich,AT,Physiotherapie-/Therapiepraxis,Osteopathie,Mitarbeitende Leitung (führt UND arbeitet selbst fachlich mit),True,9,476000,1,1,neugierig-offen,6,Automatisierte Terminorganisation mit Selbstbuchung und Erinnerungen; digitale Aufnahme neuer Klienten statt Papierformulare,Externe versteht persönlichen Charakter der Praxis nicht; Angst vor Entpersönlichung der Klientenbeziehung; kein Wissen wer System nach Einrichtung wartet und pflegt,"Sehr vorsichtig – will konkret verstehen wo Daten liegen, wer Zugriff hat und was langfristig passiert; ein Unterschreiben reicht nicht, braucht echtes Verständnis",800.0,2000.0,4500.0,7000.0,2800.0,80.0,180.0,320.0,500.0,220.0
P057,Roger,46,männlich,CH,Ernährungs-/Gesundheitszentrum,ganzheitliches Gesundheitszentrum,"Inhaberin/Inhaber, rein unternehmerisch (kaum noch fachlich am Menschen)",False,4,342000,3,3,pragmatisch-abwägend,6,"Terminorganisation und strukturierte Aufnahme neuer Klientinnen und Klienten; zusätzlich internes Wissensmanagement, da Abläufe kaum dokumentiert sind","Eigener Zeitaufwand für Einführung bei laufendem Betrieb unklar; Erfahrung mit Beratern, die konzipieren aber nicht umsetzen und danach nicht erreichbar sind","Sehr kritisch – klare Bedingungen: Datenschutzvereinbarung, DSG-Konformität (Schweiz), genaue Klärung welche Daten zugänglich sind, rechtliche Prüfung vor Beginn; kein blindes Vertrauen",800.0,1800.0,3500.0,5500.0,2400.0,100.0,250.0,450.0,700.0,320.0
P058,Marco,41,männlich,CH,Personal-Training-Studio,EMS-Studio,"Inhaberin/Inhaber, rein unternehmerisch (kaum noch fachlich am Menschen)",False,8,645000,3,2,überfordert / zu wenig Zeit,6,Internes Wissensmanagement und strukturierte Neukundenaufnahme – dort ist der Leidensdruck am grössten,Nachhaltigkeit nach dem Projekt unklar – wer trägt das System danach? Ausserdem Unbehagen bei KI-Kommunikation mit Kunden ohne genaues Verständnis was passiert,"Grundsätzlich kritisch – Datenschutzkonformität muss konkret belegt werden: Serverstandort Schweiz, Zertifizierungen, Zugriffsrechte; rechtliche Prüfung durch Treuhänder vor Einführung",1500.0,3500.0,7500.0,12000.0,4500.0,150.0,350.0,700.0,1200.0,450.0
P059,Bettina,39,weiblich,AT,Präventions-/BGF-Anbieter,Stress-/Resilienz-Programme,Mitarbeitende Leitung (führt UND arbeitet selbst fachlich mit),True,9,674000,2,1,desinteressiert / sieht keinen Bedarf,4,"Terminorganisation und zentrale Verfügbarkeitsübersicht, einheitliche Aufnahme neuer Klienten, automatisierte Angebots- und Rechnungserstellung","Einführungsaufwand und Versandungsgefahr; unklar was nach der kostenlosen Analyse kostenpflichtig wird; Sorge, dass Team das als Misstrauen erlebt","Sehr niedrig ohne konkrete, schriftliche Nachweise: Datenspeicherort, Zugriffsrechte, DSGVO-Konformität nach österreichischem Recht – keine Kompromissbereitschaft",500.0,1500.0,3500.0,5500.0,2200.0,100.0,250.0,500.0,750.0,350.0
P060,Stefan,44,männlich,CH,Wellness-/Longevity-Praxis (Premium),Privatpraxis Premium-Prävention,Mitarbeitende Leitung (führt UND arbeitet selbst fachlich mit),True,5,405000,5,5,pragmatisch-abwägend,7,"Kommunikation und Terminorganisation als grösstes Leck, gefolgt von Klienten-Onboarding und nachrangig Wissensmanagement",Risiko oberflächlicher Analyse ohne echtes Praxisverständnis; konkrete Umsetzung von Datenschutz muss nachweisbar sein – nicht nur als Marketingbegriff,"Sehr zurückhaltend – Vertrauen muss sich durch konkrete Datenschutzantworten zeigen, nicht durch gute Präsentationen; sensible Gesundheitsinhalte klar abgrenzen",1500.0,3500.0,6500.0,9000.0,4500.0,150.0,350.0,650.0,900.0,450.0
P061,Lukas,38,männlich,AT,Physiotherapie-/Therapiepraxis,Sportphysio & Reha,Mitarbeitende Leitung (führt UND arbeitet selbst fachlich mit),True,6,333000,5,5,überfordert / zu wenig Zeit,6,Terminorganisation und Patientenkommunikation; Intake-Prozess für Neuaufnahmen; internes Wissensmanagement und Onboarding,Realer Implementierungsaufwand landet trotzdem bei mir; Unklarheit über tatsächliche Folgekosten und langfristige Abhängigkeit,"Sehr kritisch – EU-Datenhaltung, DSGVO-konforme Auftragsverarbeitung und klare Zugriffsregelungen sind absolute Voraussetzung, kein Verhandlungspunkt",800.0,2000.0,3500.0,5500.0,2500.0,100.0,250.0,450.0,700.0,300.0
P062,Fabienne,34,weiblich,CH,Ernährungs-/Gesundheitszentrum,Ernährungsberatung,"Inhaberin/Inhaber, rein unternehmerisch (kaum noch fachlich am Menschen)",False,7,541000,1,1,pragmatisch-abwägend,7,"Terminorganisation und Klientenkommunikation, danach internes Wissensmanagement / Einarbeitung neuer Mitarbeitender",Wer betreut das System nach der Einrichtung? Fehlender Ansprechpartner und unklare Folgekosten nach der kostenlosen Erstanalyse,"Grundsätzlich kritisch – brauche konkrete Angaben zu Software, Serverstandort (CH/EU) und vertragliche Absicherung, allgemeines Datenschutzversprechen reicht nicht",800.0,1500.0,3500.0,6500.0,2500.0,100.0,200.0,450.0,800.0,290.0
P063,Sandra,48,weiblich,AT,Personal-Training-Studio,1:1 Personal Training,Mitarbeitende Leitung (führt UND arbeitet selbst fachlich mit),True,4,354000,1,1,überfordert / zu wenig Zeit,5,"Terminorganisation bei Absagen und Umplanungen; Kommunikation mit Klientinnen (Erinnerungen, Bestätigungen, Fortschrückmeldungen); Aufnahme neuer Klientinnen strukturieren","Unklare Folgekosten nach der kostenlosen Analyse; Angst vor zu komplexem Umstieg ohne interne IT-Unterstützung und ohne jemanden im Team, der das auffängt","Sehr sensibel – will konkrete, verständliche Antworten ohne Fachjargon: wo liegen die Daten, wer sieht sie, was passiert bei einem Vorfall; 'datenschutzkonform' allein reicht nicht",500.0,1500.0,3000.0,5000.0,2000.0,100.0,200.0,400.0,700.0,280.0
P064,Doris,46,weiblich,AT,Präventions-/BGF-Anbieter,Rückenschule & Prävention,Mitarbeitende Leitung (führt UND arbeitet selbst fachlich mit),True,3,193000,4,5,stark skeptisch,6,"Klient:innenaufnahme und wiederkehrende Kommunikation (Terminhandling, Bestätigungen, Erinnerungen) sowie internes Wissensmanagement",Zeitaufwand für Einrichtung und Einführung liegt realistisch bei mir allein; Kosten nach der Gratis-Analyse unklar; Vertrauen gegenüber externer Einsicht in Betriebsinterna,"Sehr niedrig ohne klare rechtliche Absicherung (AVV), Transparenz über Datenspeicherort (EU/Österreich) und persönliche Vertrauensbasis – kein direkter Zugriff auf echte Klient:innendaten",500.0,1500.0,3000.0,4500.0,2000.0,80.0,200.0,350.0,500.0,250.0
P065,Sebastian,49,männlich,DE,Wellness-/Longevity-Praxis (Premium),Hormone & Performance,Mitarbeitende Leitung (führt UND arbeitet selbst fachlich mit),True,10,800000,3,2,skeptisch,5,Aufnahme neuer Klienten automatisieren und internes Wissensmanagement – beides echter Schmerzpunkt im Alltag,"Komplexität durch KI überfordert ältere Mitarbeitende; Abhängigkeit von externer Person, die nach Einrichtung nicht mehr verfügbar ist","Sehr kritisch – sensible Hormondaten und Blutbilder, Vertrauensverlust bei Klienten wäre existenziell; datenschutzkonform reicht nicht als Versprechen, brauche konkrete Nachweise zu Zertifizierung, Datenspeicherort und Zugriffsrechten",800.0,2500.0,5500.0,9000.0,3500.0,80.0,250.0,550.0,900.0,350.0
P066,Karin,52,weiblich,AT,Physiotherapie-/Therapiepraxis,Sportphysio & Reha,"Inhaberin/Inhaber, rein unternehmerisch (kaum noch fachlich am Menschen)",False,10,721000,3,3,neugierig-offen,7,Terminorganisation mit Automatisierung von Absagen und Erinnerungen; internes Wissensmanagement für strukturierte Ablage von Abläufen und Zuständigkeiten,Akzeptanz im Team unsicher – ohne Begleitung nach der Einrichtung verpufft es. Außerdem Skepsis ob die Lösung wirklich auf Physio-Praxen mit österreichischen Kassenverträgen und Dokumentationspflichten zugeschnitten ist.,"Kritisch – Serverstandort Europa/Österreich erforderlich, schriftlicher Auftragsverarbeitungsvertrag Pflicht, klare Zugriffsregelung. Vertrauensaufbau möglich, aber kein Automatismus.",800.0,1800.0,3500.0,5500.0,2400.0,100.0,220.0,420.0,650.0,290.0
P067,Sascha,48,divers,DE,Ernährungs-/Gesundheitszentrum,ganzheitliches Gesundheitszentrum,"Inhaberin/Inhaber, rein unternehmerisch (kaum noch fachlich am Menschen)",False,10,468000,1,1,neugierig-offen,7,Terminorganisation und automatische Kundenkommunikation; zweitrangig internes Wissensmanagement gegen Abhängigkeit von Einzelpersonen,"Nachhaltige Umsetzung unklar – wer begleitet nach Einrichtung? Team hat kaum Tech-Affinität, schlechte Erfahrungen mit ungenutzten Systemen; plus Datenschutz","Kritisch – 'datenschutzkonform' reicht nicht als Aussage, brauche konkrete Antworten zu Datenspeicherung, Zugriff und AVV bevor ich zustimme",800.0,1500.0,3500.0,6000.0,2200.0,100.0,200.0,450.0,800.0,280.0
P068,Nicole,54,weiblich,DE,Personal-Training-Studio,Small-Group-Training,"Inhaberin/Inhaber, rein unternehmerisch (kaum noch fachlich am Menschen)",False,10,476000,3,4,pragmatisch-abwägend,6,"Internes Wissensmanagement und Kommunikationsstruktur sowie Automatisierung der Neukundenaufnahme (Erstkontakt, Anamnese, Vertragsunterlagen)",Wer pflegt das System langfristig nach der Einrichtung? Und 'kostenlose Erstanalyse' klingt nach verstecktem Verkaufsgespräch – meine Zeit ist nicht kostenlos,"Kritisch – konkrete Prüfung nötig: Datenzugriffe, Speicherorte, Auftragsverarbeitungsvertrag; Vertrauen muss verdient werden, nicht vorausgesetzt",800.0,1800.0,3500.0,5500.0,2400.0,100.0,250.0,500.0,900.0,350.0
P069,Nadine,29,weiblich,CH,Präventions-/BGF-Anbieter,Rückenschule & Prävention,"Inhaberin/Inhaber, rein unternehmerisch (kaum noch fachlich am Menschen)",False,10,532000,2,1,pragmatisch-abwägend,6,Terminkoordination und Klientenaufnahme ohne mich als Flaschenhals; internes Wissensmanagement damit Betrieb nicht von meinem Kopf abhängt,Angst vor Standardlösung die nicht zu BGF-Betrieb passt; und dass ich nach Erstanalyse alleine gelassen werde und es in der Schublade landet,"Grundsätzlich kritisch – brauche konkreten Datenschutznachweis, Serverstandort Schweiz/EU, klaren Vertrag und Referenzen, kein blindes Vertrauen auf Versprechen",500.0,1800.0,3500.0,6000.0,2400.0,100.0,280.0,550.0,900.0,380.0
P070,Andrea,59,weiblich,DE,Wellness-/Longevity-Praxis (Premium),Medical Wellness,"Inhaberin/Inhaber, rein unternehmerisch (kaum noch fachlich am Menschen)",False,5,464000,2,2,pragmatisch-abwägend,6,Internes Wissensmanagement und Teamkommunikation; danach automatisierte aber persönlich wirkende Kundenkommunikation nach Behandlungen,"Datenschutz bei sensiblen Gesundheitsdaten – Haftung liegt bei mir, 'datenschutzkonform' sagt jeder, ich brauche konkrete Antworten zu Datenlage und Zugriff; außerdem Skepsis gegenüber 'KI-gestützt' ohne Transparenz","Grundmisstrauen das aktiv abgebaut werden muss – Referenzen aus vergleichbarem Gesundheitsumfeld nötig, proaktives Datenschutzkonzept ohne Nachfragen wäre starkes Signal",800.0,1500.0,3500.0,6000.0,2200.0,100.0,250.0,500.0,800.0,320.0
P071,Marco,53,männlich,CH,Physiotherapie-/Therapiepraxis,Logopädie im Verbund,"Inhaberin/Inhaber, rein unternehmerisch (kaum noch fachlich am Menschen)",False,5,427000,1,1,neugierig-offen,6,"Terminorganisation als grösster Hebel, direkt gefolgt von der Aufnahme neuer Klienten",Nachhaltigkeit ohne interne IT – was passiert wenn die externe Person weg ist? Dazu Unklarheit über KI im Praxisalltag und Folgekostenrisiko,"Sehr kritisch – braucht belegbare Referenzen aus dem Gesundheitsbereich, Datenhaltung zwingend in der Schweiz, schriftliche Grundlagen; Vertrauen entsteht nicht durch Gespräch allein",800.0,1500.0,3500.0,6000.0,2200.0,80.0,180.0,380.0,600.0,250.0
